date,state,county,production,birds
2026-03-23,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-23,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-24,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-24,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-24,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-25,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-26,New Jersey,Hunterdon,WOAH Poultry,0
2026-03-27,Pennsylvania,Lancaster,Commercial Duck Meat Bird,0
2026-03-30,New York,Kings,Live Bird Market,0
2026-03-31,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-31,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-31,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-31,New York,Bronx,Live Bird Market,0
2026-03-31,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
2026-03-31,South Dakota,Turner,WOAH Non-Poultry,0
2026-04-01,Pennsylvania,Bucks,WOAH Poultry,0
2026-04-01,South Dakota,Mcpherson,Commercial Turkey Meat Bird,0
2026-04-03,Indiana,Elkhart,Commercial Duck Breeder,0
2026-04-03,Indiana,Elkhart,Commercial Table Egg Pullets,100000
2026-04-03,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-04-08,Indiana,Lagrange,WOAH Poultry,0
2026-04-08,North Dakota,Wells,WOAH Non-Poultry,0
2026-04-08,South Dakota,Hutchinson,Commercial Turkey Meat Bird,100000
2026-04-10,Arkansas,Clay,Commercial Broiler Production,200000
2026-04-13,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
2026-04-14,South Dakota,Charles Mix,Commercial Turkey Meat Bird,0
2026-04-17,Georgia,Pierce,WOAH Non-Poultry,0
2026-04-17,Minnesota,Big Stone,Commercial Turkey Meat Bird,100000
2026-04-21,North Dakota,Lamoure,Commercial Turkey Meat Bird,0
2026-04-21,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
2026-04-23,North Dakota,Dickey,WOAH Non-Poultry,0
2026-04-27,South Dakota,Meade,WOAH Non-Poultry,0
2026-05-01,North Dakota,Dickey,WOAH Poultry,0
2026-05-06,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-05-08,Florida,Lee,WOAH Non-Poultry,0
2026-05-08,Indiana,Lagrange,Commercial Duck Breeder,0
2026-05-11,Indiana,Lagrange,WOAH Poultry,0
2026-05-12,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-05-12,Minnesota,Becker,Commercial Breeder Operation,0
2026-05-15,Minnesota,Becker,Commercial Turkey Breeder Replacement Hens,0
2026-05-15,Minnesota,Becker,Commercial Breeder Operation,0
2026-05-18,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-05-18,Indiana,Lagrange,WOAH Poultry,0
2026-05-18,Minnesota,Polk,WOAH Non-Poultry,0
2026-05-19,Indiana,Lagrange,Commercial Duck Breeder,0
2026-05-20,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-05-20,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-05-20,Minnesota,Becker,Commercial Breeder Operation,0
2026-05-22,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-05-22,Pennsylvania,Susquehanna,WOAH Non-Poultry,0
2026-05-28,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-05-28,Indiana,Elkhart,WOAH Poultry,0
2026-05-28,Indiana,Elkhart,WOAH Poultry,0
2026-05-28,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-05-29,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-06-03,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-06-08,Indiana,Elkhart,WOAH Poultry,0
2026-06-08,New Jersey,Passaic,Live Bird Market,0
2026-06-10,Idaho,Canyon,WOAH Non-Poultry,0
2026-06-12,Rhode Island,Providence,Live Bird Market,0
2026-06-18,Indiana,Lagrange,WOAH Non-Poultry,0
2026-06-23,Idaho,Canyon,WOAH Poultry,0
2026-06-26,Pennsylvania,Delaware,Live Bird Market,0
2026-07-06,Utah,Cache,Commercial Table Egg Layer,1200000
2026-07-13,Utah,Cache,Commercial Table Egg Pullets,300000
2026-08-12,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2026-08-20,Idaho,Ada,WOAH Non-Poultry,0
2026-08-20,Idaho,Canyon,WOAH Non-Poultry,0
2026-08-20,South Dakota,Brule,WOAH Poultry,0
2026-08-21,South Dakota,Edmunds,Commercial Breeder Operation,0
2026-08-27,South Dakota,Hamlin,Commercial Turkey Meat Bird,0
2026-08-28,Idaho,Ada,WOAH Non-Poultry,0
2026-09-01,Minnesota,Wright,Commercial Turkey Meat Bird,0
2026-09-03,Idaho,Canyon,WOAH Non-Poultry,0
2026-09-03,Idaho,Gem,WOAH Non-Poultry,0
